req_id,defined_in,statement_short,sds_ref,sdd_ref,tp_ref,code_ref,test_ref,status
REQ_NF_QNT_001,SRS,`strategy_lab/quant/` SHALL be offline-only and SHALL match the exist…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/strategy_lab/quant/__init__.py,tests/strategy_lab/quant/test_structural.py,TEST
REQ_NF_QNT_002,SRS,"Hypothesis-result determinism: identical `(hypothesis, dataset, seed)…",Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/strategy_lab/quant/hypothesis.py;trading_system/strategy_lab/quant/library.py,tests/strategy_lab/quant/test_runner.py;tests/strategy_lab/quant/test_validator.py;tests/strategy_lab/quant/test_library.py,TEST
REQ_NF_REP_001,SRS,Strategy reproducibility,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/strategy_lab/candidate.py;trading_system/strategy_lab/evaluator.py;trading_system/strategy_lab/registry.py;trading_system/portfolio_manager/rebalancer.py;trading_system/persistence/repositories/backtest.py,tests/models/test_rationale.py;tests/persistence/test_backtest_repository.py;tests/strategy_lab/test_registry.py;tests/strategy_lab/test_evaluator.py;tests/portfolio_manager/test_rebalancer.py;tests/data/fundamentals/test_csv_provider.py,TEST
REQ_NF_RGM_001,SRS,Replay determinism: for identical bar history + identical `RegimeConf…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/regime/bar_source.py;trading_system/regime/config.py;trading_system/regime/__init__.py;trading_system/regime/transition.py;trading_system/regime/detector.py;trading_system/persistence/repositories/transition.py,tests/regime/test_transition.py;tests/regime/test_detector.py;tests/persistence/test_transition_repository.py,TEST
REQ_NF_SCT_001,SRS,"The rotator SHALL be deterministic given the tuple `(regime, screener…",Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/wealth_ops/sector_rotator/__init__.py,tests/wealth_ops/sector_rotator/test_rotator.py,TEST
REQ_NF_TRC_001,SRS,Full traceability,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/__init__.py;trading_system/models/identifiers.py,,CODE
REQ_NF_WEB_001,SRS,The trade-execution critical path SHALL NOT depend on `webui/`. If th…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/webui/__init__.py;trading_system/webui/server.py,tests/webui/test_structural.py,TEST
REQ_NF_WEB_002,SRS,"Read-response determinism: for fixed `(account_id, as_of)` query para…",Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/webui/schemas.py;trading_system/webui/routes/live_state.py,tests/webui/test_schemas.py;tests/webui/test_routes.py,TEST
REQ_O_001,SRS,The repository SHALL deliver a runnable Python project with no pseudo…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/main.py,tests/test_main.py,TEST
REQ_O_002,SRS,`main.py` SHALL demonstrate end-to-end: connect (mock or selected bro…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/main.py,tests/test_main.py,TEST
REQ_O_003,SRS,"Starting capital, broker selection, and phase thresholds SHALL be rea…",Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/main.py;trading_system/config/system.py,tests/test_main.py,TEST
REQ_SDD_ACC_001,SDD,"`Account` SHALL be a `@dataclass(frozen=True, slots=True)` with the e…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/accounts/__init__.py;trading_system/accounts/account.py,tests/accounts/test_account_registry.py;tests/accounts/test_persistence_interop.py,TEST
REQ_SDD_ACC_002,SDD,`AccountRegistry.tick(now)` SHALL iterate `sorted(self._accounts)` an…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/accounts/registry.py,tests/accounts/test_tick.py;tests/accounts/test_account_registry.py,TEST
REQ_SDD_ACC_003,SDD,"`TaxModel.apply_realized(gain, position_meta)` SHALL return `Ok(gross…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/accounts/tax_model.py,tests/accounts/test_tax_model.py,TEST
REQ_SDD_ACC_004,SDD,"`PortfolioGroup` SHALL expose READ methods only — `household_equity`,…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/accounts/group.py,tests/accounts/test_group.py;tests/accounts/test_structural.py,TEST
REQ_SDD_ACC_005,SDD,"`cross_account_risk.gate(proposal, target_account, group, cap_pct)` S…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/accounts/cross_account_risk.py,tests/accounts/test_cross_account_risk.py,TEST
REQ_SDD_ACC_006,SDD,`HouseholdDrawdownTrigger.evaluate()` SHALL be called from `safety/`…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/accounts/household_drawdown_trigger.py,tests/accounts/test_household_drawdown_trigger.py,TEST
REQ_SDD_ACC_007,SDD,Operator-token verification SHALL extend `HmacOperatorTokenVerifier`…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/notifications/approval.py;trading_system/accounts/token_verifier.py;trading_system/accounts/account.py;trading_system/webui/auth.py;trading_system/webui/routes/registry_promotion.py,tests/notifications/test_approval.py;tests/accounts/test_token_verifier.py;tests/webui/test_auth.py,TEST
REQ_SDD_ACC_008,SDD,`main.py` startup SHALL load `config/accounts.yaml` via `AccountsConf…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/accounts/yaml_loader.py,tests/accounts/test_structural.py,TEST
REQ_SDD_ALG_001,SDD,Tax computations SHALL round to 2 decimal places using ROUND_HALF_UP.…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/tax/engine.py;trading_system/tax/__init__.py,tests/tax/test_engine.py,TEST
REQ_SDD_ALG_002,SDD,Phase-engine downgrade hysteresis SHALL default to 10% below the lowe…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/phase_engine/engine.py;trading_system/phase_engine/__init__.py,tests/phase_engine/test_engine.py,TEST
REQ_SDD_ALG_003,SDD,Strategy stability score SHALL be a 12-month rolling Sharpe with at l…,,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_ALG_004,SDD,"Walk-forward windows SHALL default to (train=24m, valid=6m, oos=6m) f…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/backtesting/walk_forward.py,tests/backtesting/test_walk_forward.py,TEST
REQ_SDD_ALG_005,SDD,Drawdown SHALL be computed as `1 − current_equity_after_tax / peak_eq…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/models/flow.py;trading_system/risk/engine.py;trading_system/risk/metrics.py;trading_system/risk/__init__.py,tests/risk/test_engine.py,TEST
REQ_SDD_ALG_006,SDD,Single-day loss kill-switch threshold SHALL default to 5% of after-ta…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/safety/loader.py;trading_system/safety/__init__.py;trading_system/safety/anomaly.py,,CODE
REQ_SDD_ALG_007,SDD,Rapid-decline detection SHALL trip on a ≥10% drawdown over 5 trading…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/safety/loader.py;trading_system/safety/__init__.py;trading_system/safety/anomaly.py,,CODE
REQ_SDD_ALG_008,SDD,Correlation guard SHALL use 60-day rolling Pearson correlation betwee…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/risk/engine.py;trading_system/risk/config.py;trading_system/risk/metrics.py;trading_system/risk/__init__.py,,CODE
REQ_SDD_ALG_009,SDD,Portfolio-level annualized volatility cap SHALL default to 12% in Pha…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/risk/engine.py;trading_system/risk/metrics.py;trading_system/risk/__init__.py,tests/risk/test_engine.py,TEST
REQ_SDD_ALG_010,SDD,Phase-6 ensemble weights SHALL be inverse-volatility normalized (risk…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/strategies/ensemble.py;trading_system/strategies/__init__.py,tests/strategies/test_ensemble.py,TEST
REQ_SDD_ALG_011,SDD,Turbo knockout-distance score SHALL be a sigmoid centred at the confi…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/turbo_selector/engine.py;trading_system/turbo_selector/config.py;trading_system/turbo_selector/__init__.py;trading_system/turbo_selector/score.py,tests/turbo_selector/test_score.py,TEST
REQ_SDD_ALG_012,SDD,Structured-product decomposition rules SHALL map: AUTOCALL → conditio…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/structured_products/decomposers.py;trading_system/structured_products/__init__.py;trading_system/structured_products/admission.py;trading_system/structured_products/decomposition.py,tests/structured_products/test_admission.py,TEST
REQ_SDD_ALG_013,SDD,"Structured-product stress scenarios SHALL include −20% crash, vol×3,…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/structured_products/__init__.py;trading_system/structured_products/admission.py;trading_system/structured_products/stress.py,tests/structured_products/test_admission.py,TEST
REQ_SDD_ALG_014,SDD,Structured-product issuer concentration SHALL be capped at 25% of the…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/structured_products/__init__.py;trading_system/structured_products/admission.py,tests/structured_products/test_admission.py,TEST
REQ_SDD_ALG_015,SDD,Fake-growth detection SHALL trip on any of: 30-day cumulative gain >…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/milestone_controller/controller.py;trading_system/milestone_controller/metrics.py;trading_system/milestone_controller/__init__.py,tests/milestone_controller/test_controller.py,TEST
REQ_SDD_ALG_016,SDD,`RiskEngine.pre_trade` SHALL evaluate gates in this order and SHALL s…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/safety/protocol.py;trading_system/backtesting/engine.py;trading_system/risk/engine.py;trading_system/risk/__init__.py,tests/risk/test_engine.py,TEST
REQ_SDD_ALG_017,SDD,`CapitalFlow.observe` SHALL maintain `injections` sorted by `at` asce…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/capital_flow/__init__.py;trading_system/capital_flow/flow.py;trading_system/models/flow.py;trading_system/backtesting/injection_scheduler.py,tests/capital_flow/test_flow.py,TEST
REQ_SDD_ALG_018,SDD,`Screener` SHALL evaluate filters in this order (cheapest first): yie…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/screener/engine.py;trading_system/screener/__init__.py,tests/screener/test_engine.py,TEST
REQ_SDD_ALG_019,SDD,"`Backtest` tick ordering SHALL be deterministic by `(timestamp ASC, i…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/backtesting/engine.py;trading_system/backtesting/config.py;trading_system/backtesting/__init__.py;trading_system/backtesting/market_replay.py,tests/backtesting/test_market_replay.py,TEST
REQ_SDD_ALG_020,SDD,`PhaseConstraints.allocation_targets` SHALL sum to `1.0 ± 1e-9`; devi…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/models/phase.py;trading_system/portfolio_manager/attribution.py,tests/phase_engine/test_engine.py;tests/portfolio_manager/test_attribution.py,TEST
REQ_SDD_ALG_021,SDD,Screener filter rules SHALL be exposed as a public immutable `FILTER_…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/screener/engine.py,tests/screener/test_engine.py,TEST
REQ_SDD_ALG_022,SDD,"`screen(universe, data, cfg)` SHALL treat an `Err` from `data.fundame…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/turbo_selector/engine.py;trading_system/screener/engine.py,tests/screener/test_engine.py,TEST
REQ_SDD_ALG_023,SDD,"Screener score helpers (`stability_score`, `yield_quality_score`, `va…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/screener/engine.py,tests/screener/test_engine.py,TEST
REQ_SDD_API_001,SDD,`Strategy.evaluate(state)` SHALL be read-only over `state`; mutation…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/strategies/ensemble.py;trading_system/strategies/__init__.py;trading_system/strategies/core.py;trading_system/strategies/state.py;trading_system/strategies/tactical.py;trading_system/strategies/protocol.py;trading_system/screener/engine.py,tests/strategies/test_protocol.py,TEST
REQ_SDD_API_002,SDD,"Adapter contracts (`BrokerAdapter`, `MarketDataProvider`, `AlertChann…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/safety/__init__.py;trading_system/safety/state_manager.py;trading_system/safety/protocol.py;trading_system/execution/adapter.py;trading_system/execution/local.py;trading_system/execution/__init__.py;trading_system/strategies/__init__.py;trading_system/strategies/protocol.py;trading_system/data/__init__.py;trading_system/data/provider.py;trading_system/turbo_selector/engine.py,tests/safety/test_protocol.py;tests/execution/test_fees.py;tests/strategies/test_protocol.py;tests/data/test_mock.py,TEST
REQ_SDD_API_003,SDD,`SafetyLayer.must_halt()` SHALL be O(1) — a single atomic read of the…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/safety/__init__.py;trading_system/safety/state_manager.py;trading_system/safety/protocol.py,,CODE
REQ_SDD_API_004,SDD,`Config` SHALL be a `@dataclass(frozen=True)` value; runtime mutation…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/phase_engine/loader.py;trading_system/config/system.py;trading_system/safety/loader.py;trading_system/safety/state_manager.py;trading_system/turbo_selector/config.py;trading_system/risk/config.py;trading_system/tax/config.py;trading_system/screener/config.py;trading_system/observability/loader.py,,CODE
REQ_SDD_API_005,SDD,`Strategy.id` SHALL be unique within the registry; attempting to stor…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/strategies/ensemble.py;trading_system/strategies/__init__.py;trading_system/strategies/core.py;trading_system/strategies/tactical.py;trading_system/strategies/protocol.py,tests/strategies/test_core.py;tests/strategies/test_tactical.py,TEST
REQ_SDD_API_006,SDD,`BrokerAdapter.submit` and `BrokerAdapter.cancel` SHALL be idempotent…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/execution/adapter.py;trading_system/execution/local.py;trading_system/execution/__init__.py,tests/execution/test_local.py,TEST
REQ_SDD_API_007,SDD,`MarketDataProvider.bars` SHALL return bars in strictly ascending `at…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/data/__init__.py;trading_system/data/provider.py,tests/data/test_mock.py,TEST
REQ_SDD_CFG_001,SDD,Default tax rate SHALL be `0.30` in `tax.yaml`. *Derives from: REQ_F_…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/tax/config.py;trading_system/tax/__init__.py,tests/tax/test_config.py,TEST
REQ_SDD_CFG_002,SDD,Default trade-gate multiplier SHALL be `5` in `tax.yaml`. *Derives fr…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/tax/config.py;trading_system/tax/__init__.py,tests/tax/test_config.py,TEST
REQ_SDD_CFG_003,SDD,"Default phase boundaries SHALL be `[3000, 10000, 50000, 200000, 10000…",,Documentations/SDD.md,Documentations/Test-Plan.md,,tests/phase_engine/test_loader.py,TEST
REQ_SDD_CFG_004,SDD,Default turbo scoring weights SHALL be `0.35 / 0.25 / 0.20 / 0.20` in…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/turbo_selector/engine.py;trading_system/turbo_selector/config.py;trading_system/turbo_selector/__init__.py,,CODE
REQ_SDD_CFG_005,SDD,Default meta-loop scoring weights SHALL be `0.4 / 0.3 / 0.2 / 0.1` in…,,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_DAT_001,SDD,`Order` and `Position` SHALL carry a non-optional `StopLoss` field; c…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/models/__init__.py;trading_system/models/trading.py;trading_system/strategies/tactical.py;trading_system/risk/engine.py;trading_system/portfolio/portfolio.py,tests/portfolio/test_portfolio.py,TEST
REQ_SDD_DAT_002,SDD,`Position.opened_at` and `Position.avg_price` SHALL be set at constru…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/models/trading.py,,CODE
REQ_SDD_DAT_003,SDD,"`EquityPoint` SHALL store `(at, equity_gross, equity_after_tax, drawd…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/models/__init__.py;trading_system/models/flow.py,,CODE
REQ_SDD_DAT_004,SDD,"`RegistryEntry` SHALL store `(strategy_id, git_sha, config_hash, seed…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/strategy_lab/candidate.py;trading_system/strategy_lab/registry.py,tests/strategy_lab/test_registry.py,TEST
REQ_SDD_DAT_005,SDD,`Trade.fees` SHALL be the executed fee amount returned by the adapter…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/models/meta.py;trading_system/models/trading.py;trading_system/backtesting/broker.py;trading_system/strategies/_estimates.py;trading_system/portfolio/__init__.py;trading_system/portfolio/portfolio.py,tests/models/test_trading.py;tests/portfolio/test_portfolio.py,TEST
REQ_SDD_DAT_006,SDD,`Order.quantity` and `Position.quantity` magnitude SHALL be strictly…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/models/trading.py,tests/models/test_trading.py,TEST
REQ_SDD_DAT_007,SDD,`Phase` enum values SHALL be the integers 1..6; constructors SHALL re…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/models/__init__.py;trading_system/models/phase.py,,CODE
REQ_SDD_DAT_008,SDD,`KillSwitchTrigger.snapshot_id` SHALL be a non-empty string referenci…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/models/__init__.py;trading_system/models/safety.py,,CODE
REQ_SDD_DAT_009,SDD,"Screener output types SHALL be: `ScoreBreakdown(stability, yield_qual…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/screener/engine.py,tests/screener/test_engine.py,TEST
REQ_SDD_DAT_010,SDD,"`YFinanceCache.CacheKey` SHALL be `(symbol, timeframe, start, end)` w…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/data/yfinance/__init__.py;trading_system/data/yfinance/cache.py,tests/data/yfinance/test_cache.py,TEST
REQ_SDD_DAT_011,SDD,`data/yfinance/symbols.yahoo_symbol_for(instr)` SHALL map an `Instrum…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/data/yfinance/symbols.py,tests/data/yfinance/test_symbols.py,TEST
REQ_SDD_DAT_012,SDD,Adapter error categories SHALL be the closed set `{data:cache_miss_of…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/data/yfinance/cache.py;trading_system/data/yfinance/symbols.py;trading_system/data/yfinance/provider.py,tests/data/yfinance/test_provider.py;tests/data/yfinance/test_cache.py;tests/data/yfinance/test_symbols.py,TEST
REQ_SDD_DAT_013,SDD,`YFinanceMarketDataProvider.latest(instr)` SHALL NOT open a network c…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/data/yfinance/provider.py,tests/data/yfinance/test_provider.py,TEST
REQ_SDD_ERR_001,SDD,Validation failures at type construction SHALL raise `ValueError`; al…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/result.py;trading_system/phase_engine/engine.py;trading_system/models/__init__.py;trading_system/models/money.py;trading_system/backtesting/market_replay.py,tests/test_result.py;tests/models/test_money.py,TEST
REQ_SDD_ERR_002,SDD,`BrokerAdapter` and `MarketDataProvider` errors SHALL be mapped to `R…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/phase_engine/loader.py;trading_system/config/validator.py;trading_system/config/__init__.py;trading_system/config/system.py;trading_system/safety/loader.py;trading_system/execution/adapter.py;trading_system/execution/local.py;trading_system/execution/__init__.py;trading_system/data/provider.py;trading_system/turbo_selector/engine.py;trading_system/turbo_selector/loader.py;trading_system/risk/loader.py;trading_system/observability/loader.py,tests/phase_engine/test_loader.py;tests/config/test_validator.py;tests/data/test_mock.py;tests/observability/test_loader.py,TEST
REQ_SDD_ERR_003,SDD,"Any internal inconsistency in `risk/` (e.g., contradictory verdicts o…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/risk/engine.py;trading_system/risk/__init__.py,,CODE
REQ_SDD_ERR_004,SDD,"Configuration validation errors SHALL include the file path, the offe…",,Documentations/SDD.md,Documentations/Test-Plan.md,,tests/phase_engine/test_loader.py,TEST
REQ_SDD_ERR_005,SDD,A failed `AlertChannel.deliver` SHALL retry with exponential backoff…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/notifications/__init__.py;trading_system/notifications/fanout.py;trading_system/safety/alerts.py;trading_system/safety/__init__.py;trading_system/data/yfinance/provider.py,tests/notifications/test_fanout.py;tests/data/yfinance/test_provider.py,TEST
REQ_SDD_FND_001,SDD,`CSVFundamentalsProvider.__post_init__` SHALL load the CSV via stdlib…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/data/fundamentals/__init__.py;trading_system/data/fundamentals/csv_provider.py,tests/data/fundamentals/test_csv_provider.py,TEST
REQ_SDD_FND_002,SDD,`_as_of_date` SHALL be parsed via `datetime.date.fromisoformat`. Rows…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/data/fundamentals/csv_provider.py,tests/data/fundamentals/test_csv_provider.py,TEST
REQ_SDD_FND_003,SDD,`CompositeFundamentalsProvider` SHALL hold its delegates as a `tuple[…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/data/fundamentals/composite.py,tests/data/fundamentals/test_composite.py,TEST
REQ_SDD_FXH_001,SDD,"`FXForward` SHALL be a `@dataclass(frozen=True, slots=True)` whose `_…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/wealth_ops/fx_hedger/__init__.py;trading_system/wealth_ops/fx_hedger/forward.py,tests/wealth_ops/fx_hedger/test_forward.py,TEST
REQ_SDD_FXH_002,SDD,"`FXHedger.propose_hedges(exposures, *, household_equity, base_currenc…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/wealth_ops/fx_hedger/hedger.py,tests/wealth_ops/fx_hedger/test_hedger.py,TEST
REQ_SDD_FXH_003,SDD,`compute_fx_exposure` SHALL be a pure function with no hidden state.…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/wealth_ops/fx_hedger/exposure.py,tests/wealth_ops/fx_hedger/test_exposure.py,TEST
REQ_SDD_FXH_004,SDD,"`FXHedgeLedger.open(proposal, *, entry_fx_rate, opened_at)` SHALL app…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/wealth_ops/fx_hedger/ledger.py,tests/wealth_ops/fx_hedger/test_ledger.py,TEST
REQ_SDD_FXH_005,SDD,"`mark(forward, current_fx_rate)` SHALL be a pure function returning `…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/wealth_ops/fx_hedger/ledger.py;trading_system/wealth_ops/fx_hedger/__init__.py;trading_system/wealth_ops/fx_hedger/forward.py,tests/wealth_ops/fx_hedger/test_ledger.py,TEST
REQ_SDD_HOV_001,SDD,"`institutional/hedge_overlay/` SHALL import from `models`, `portfolio…",,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_HOV_002,SDD,`HedgeOverlay.size` SHALL check `phase < 6` **before** reading `curre…,,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_HOV_003,SDD,`compute_portfolio_beta` SHALL be a pure function: no rolling-state c…,,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_HOV_004,SDD,`OverlayLedger.mark` SHALL implement exactly `notional × (current_ind…,,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_IMP_001,SDD,Source-tree layout SHALL match the SDS module decomposition exactly:…,,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_IMP_002,SDD,Each module SHALL declare an `__all__` listing its public surface; sy…,,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_IMP_003,SDD,The dependency graph between top-level packages SHALL be acyclic; an…,,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_IMP_004,SDD,Each module's package docstring SHALL list the SRS / SDS / SDD requir…,,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_IMP_005,SDD,The runtime tree (`trading_system/`) SHALL NOT import from `strategy_…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/__init__.py,,CODE
REQ_SDD_IMP_006,SDD,"Engine modules (`tax/`, `risk/`, `phase_engine/`, `screener/`, `turbo…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/result.py;trading_system/phase_engine/engine.py;trading_system/phase_engine/loader.py;trading_system/safety/loader.py;trading_system/models/__init__.py;trading_system/turbo_selector/loader.py;trading_system/tax/__init__.py;trading_system/screener/__init__.py,,CODE
REQ_SDD_LOG_001,SDD,"Trade log entries SHALL include `(trade_id, order_id, strategy_id, in…",,Documentations/SDD.md,Documentations/Test-Plan.md,,tests/observability/test_logger.py,TEST
REQ_SDD_LOG_002,SDD,"Kill-switch event log entries SHALL include `(snapshot_id, state_from…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/safety/state_manager.py,,CODE
REQ_SDD_LOG_003,SDD,"`ImprovementReport` log entries SHALL include `(cycle_id, best_strate…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/models/meta.py,,CODE
REQ_SDD_MCS_001,SDD,"`backtesting/monte_carlo/` SHALL import from `backtesting.engine`, `b…",,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_MCS_002,SDD,`MonteCarloRunner` SHALL compose the public `Backtest` surface via an…,,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_MCS_003,SDD,Per-path RNG seeding SHALL implement exactly: `seed_for_path(seed: RN…,,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_MCS_004,SDD,"`MonteCarloResult.__post_init__` SHALL panic with `RuntimeError(""mc:p…",,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_MCS_005,SDD,`MCConfig.__post_init__` SHALL enforce the closed validator set: `n_p…,,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_MCS_006,SDD,`MonteCarloResultRepository` (CR-008 slot — Phase-6 follow-up) SHALL…,,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_NAM_001,SDD,Type names SHALL be `PascalCase`; function and variable names SHALL b…,,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_NAM_002,SDD,"Concrete adapter classes SHALL end in `Adapter` (e.g., `XTBAdapter`);…",,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_NAM_003,SDD,"Configuration record types SHALL end in `Config` (e.g., `ScreenerConf…",,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_NAM_004,SDD,Result-returning function names SHALL describe the outcome (`trade_pa…,,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_NOT_001,SDD,"Notification payloads SHALL be `@dataclass(frozen=True, slots=True)`…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/notifications/channel.py;trading_system/notifications/__init__.py,tests/notifications/test_payloads.py,TEST
REQ_SDD_NOT_002,SDD,"`ApprovalGate.evaluate(proposal, *, account_id)` SHALL return `Ok(Non…",,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_SDD_NOT_003,SDD,"`ApprovalGate._verify(response, req)` SHALL call `verifier.verify(tok…",,Documentations/SDD.md,Documentations/Test-Plan.md,,tests/notifications/test_approval.py,TEST
REQ_SDD_NOT_004,SDD,`NotificationFanOut.dispatch(payload)` SHALL spawn one task per chann…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/notifications/fanout.py,tests/notifications/test_fanout.py,TEST
REQ_SDD_NOT_005,SDD,"`SummaryPublisher.render(schedule, *, now, account_id)` SHALL be a pu…",,Documentations/SDD.md,Documentations/Test-Plan.md,,tests/notifications/test_digest.py,TEST
REQ_SDD_NOT_006,SDD,`AnomalyAlert` emitters SHALL live with the upstream subsystem they o…,,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
